# Seconds,C1,C2,C3,C4,I
3.840000000000000000e+02,3.235578395436822241e+00,1.152675684729330463e+00,7.149182344344502671e-02,3.224861699218855016e+00,1.882281239468051037e-01
3.850000000000000000e+02,3.235561844853224844e+00,1.155031181741887680e+00,7.167705988421439744e-02,3.224943681944922425e+00,1.882281239468051037e-01
3.860000000000000000e+02,3.235558679090738021e+00,1.157383996271485804e+00,7.186228451168176490e-02,3.225024910891170826e+00,1.882281239468051037e-01
3.870000000000000000e+02,3.235568675101899494e+00,1.159734146488194728e+00,7.204749811013190508e-02,3.225105494217897384e+00,1.882281239468051037e-01
3.880000000000000000e+02,3.235591613417101886e+00,1.162081650289297219e+00,7.223270145074570103e-02,3.225185537551659820e+00,1.882281239468051037e-01
3.890000000000000000e+02,3.235627278087296332e+00,1.164426525303644766e+00,7.241789529181040519e-02,3.225265144032030573e+00,1.882281239468051037e-01
3.900000000000000000e+02,3.235675456627618463e+00,1.166768788895942377e+00,7.260308037892644617e-02,3.225344414357553369e+00,1.882281239468051037e-01
3.910000000000000000e+02,3.235603845258564260e+00,1.169108458170964093e+00,7.278825744521102981e-02,3.225423446830919527e+00,1.876640795635141079e-01
3.920000000000000000e+02,3.235546393092293638e+00,1.171445400595459096e+00,7.297341947822306996e-02,3.225501326878891017e+00,1.876640795635141079e-01
3.930000000000000000e+02,3.235502864757517028e+00,1.173779635265397747e+00,7.315856730777077488e-02,3.225578171635423264e+00,1.876640795635141079e-01
3.940000000000000000e+02,3.235473028658077510e+00,1.176111180988980154e+00,7.334370174983437241e-02,3.225654095537807464e+00,1.876640795635141079e-01
3.950000000000000000e+02,3.235456656912498286e+00,1.178440056291231386e+00,7.352882360678782148e-02,3.225729210376177658e+00,1.876640795635141079e-01
3.960000000000000000e+02,3.235453525294496036e+00,1.180766279418521858e+00,7.371393366761719301e-02,3.225803625342180236e+00,1.876640795635141079e-01
3.970000000000000000e+02,3.235463413174447300e+00,1.183089868343016660e+00,7.389903270813541480e-02,3.225877447076815230e+00,1.876640795635141079e-01
3.980000000000000000e+02,3.235486103461795437e+00,1.185410840767052720e+00,7.408412149119351919e-02,3.225950779717462247e+00,1.876640795635141079e-01
3.990000000000000000e+02,3.235521382548375957e+00,1.187729214127445809e+00,7.426920076688872663e-02,3.226023724944106608e+00,1.876640795635141079e-01
4.000000000000000000e+02,3.235569040252648243e+00,1.190045005599729810e+00,7.445427127276892099e-02,3.226096382024779441e+00,1.876640795635141079e-01
4.010000000000000000e+02,3.235498202651625022e+00,1.192358232102326276e+00,7.463933373403412730e-02,3.226168847860222400e+00,1.871061309901447534e-01
4.020000000000000000e+02,3.235441371232827823e+00,1.194668762532828499e+00,7.482438121403518771e-02,3.226240217424376944e+00,1.871061309901447534e-01
4.030000000000000000e+02,3.235398313175290586e+00,1.196976615779353104e+00,7.500941453361892330e-02,3.226310606251011404e+00,1.871061309901447534e-01
4.040000000000000000e+02,3.235368799392269956e+00,1.199281810445366636e+00,7.519443449995397155e-02,3.226380127208982262e+00,1.871061309901447534e-01
4.050000000000000000e+02,3.235352604471446902e+00,1.201584364854229037e+00,7.537944190675019418e-02,3.226448890551184334e+00,1.871061309901447534e-01
4.060000000000000000e+02,3.235349506616086668e+00,1.203884297053666730e+00,7.556443753447456002e-02,3.226517003962674490e+00,1.871061309901447534e-01
4.070000000000000000e+02,3.235359287587139310e+00,1.206181624820172216e+00,7.574942215056365558e-02,3.226584572607973378e+00,1.871061309901447534e-01
4.080000000000000000e+02,3.235381732646267938e+00,1.208476365663335272e+00,7.593439650963262899e-02,3.226651699177563781e+00,1.871061309901447534e-01
4.090000000000000000e+02,3.235416630499790891e+00,1.210768536830102216e+00,7.611936135368095602e-02,3.226718483933598947e+00,1.871061309901447534e-01
4.100000000000000000e+02,3.235463773243518748e+00,1.213058155308969432e+00,7.630431741229483367e-02,3.226785024754830644e+00,1.871061309901447534e-01
4.110000000000000000e+02,3.235393700689450203e+00,1.215345237834108305e+00,7.648926540284629871e-02,3.226851417180769399e+00,1.865542094969036002e-01
4.120000000000000000e+02,3.235337483022320271e+00,1.217629654717823584e+00,7.667419846362358293e-02,3.226916765649610497e+00,1.865542094969036002e-01
4.130000000000000000e+02,3.235294889942725405e+00,1.219911424642723397e+00,7.685911740661315050e-02,3.226981184137511782e+00,1.865542094969036002e-01
4.140000000000000000e+02,3.235265694845036677e+00,1.222190566009848878e+00,7.704402303027142740e-02,3.227044783986921406e+00,1.865542094969036002e-01
4.150000000000000000e+02,3.235249674758248428e+00,1.224467096943170130e+00,7.722891611974182224e-02,3.227107673954986211e+00,1.865542094969036002e-01
4.160000000000000000e+02,3.235246610287775493e+00,1.226741035294009796e+00,7.741379744706827770e-02,3.227169960261131010e+00,1.865542094969036002e-01
4.170000000000000000e+02,3.235256285558182565e+00,1.229012398645395132e+00,7.759866777140544958e-02,3.227231746633834497e+00,1.865542094969036002e-01
4.180000000000000000e+02,3.235278488156826615e+00,1.231281204316342137e+00,7.778352783922545810e-02,3.227293134356606252e+00,1.865542094969036002e-01
4.190000000000000000e+02,3.235313009078408353e+00,1.233547469366069516e+00,7.796837838452136404e-02,3.227354222313177701e+00,1.865542094969036002e-01
4.200000000000000000e+02,3.235359642670406100e+00,1.235811210598146026e+00,7.815322012900735582e-02,3.227415107031931463e+00,1.865542094969036002e-01
4.210000000000000000e+02,3.235290326540647410e+00,1.238072444564570551e+00,7.833805378231580019e-02,3.227475882729565981e+00,1.860082471314850605e-01
4.220000000000000000e+02,3.235234715708294573e+00,1.240331042976410281e+00,7.852287255682742495e-02,3.227535663224720519e+00,1.860082471314850605e-01
4.230000000000000000e+02,3.235192582367072855e+00,1.242587024313082100e+00,7.870767725576821583e-02,3.227594560976219551e+00,1.860082471314850605e-01
4.240000000000000000e+02,3.235163702364488802e+00,1.244840406775485686e+00,7.889246866898062815e-02,3.227652685839859537e+00,1.860082471314850605e-01
4.250000000000000000e+02,3.235147855143319706e+00,1.247091208290449504e+00,7.907724757313815134e-02,3.227710145116273299e+00,1.860082471314850605e-01
4.260000000000000000e+02,3.235144823684042770e+00,1.249339446515107532e+00,7.926201473195668146e-02,3.227767043597979946e+00,1.860082471314850605e-01
4.270000000000000000e+02,3.235154394448181314e+00,1.251585138841204037e+00,7.944677089640234113e-02,3.227823483615638089e+00,1.860082471314850605e-01
4.280000000000000000e+02,3.235176357322561813e+00,1.253828302399330852e+00,7.963151680489599649e-02,3.227879565083507263e+00,1.860082471314850605e-01
4.290000000000000000e+02,3.235210505564461769e+00,1.256068954063095822e+00,7.981625318351452669e-02,3.227935385544136171e+00,1.860082471314850605e-01
4.300000000000000000e+02,3.235256635747636000e+00,1.258307110453225963e+00,8.000098074618892940e-02,3.227991040212291551e+00,1.860082471314850605e-01
4.310000000000000000e+02,3.235188067516872046e+00,1.260542787941602683e+00,8.018570019489910938e-02,3.228046622018136969e+00,1.854681767102084600e-01
4.320000000000000000e+02,3.235133056680445929e+00,1.262775859622286001e+00,8.037040481528294478e-02,3.228101254076202409e+00,1.854681767102084600e-01
4.330000000000000000e+02,3.235091377897096887e+00,1.265006343773794173e+00,8.055509540190473883e-02,3.228155047366124908e+00,1.854681767102084600e-01
4.340000000000000000e+02,3.235062809439804177e+00,1.267234258399141611e+00,8.073977273609002359e-02,3.228208110294686684e+00,1.854681767102084600e-01
4.350000000000000000e+02,3.235047133137910702e+00,1.269459621230239144e+00,8.092443758613794558e-02,3.228260548743147051e+00,1.854681767102084600e-01
4.360000000000000000e+02,3.235044134320173015e+00,1.271682449732222109e+00,8.110909070753019590e-02,3.228312466113766988e+00,1.854681767102084600e-01
4.370000000000000000e+02,3.235053601758722142e+00,1.273902761107708947e+00,8.129373284313665127e-02,3.228363963375545875e+00,1.854681767102084600e-01
4.380000000000000000e+02,3.235075327613923690e+00,1.276120572300992295e+00,8.147836472341771219e-02,3.228415139109177101e+00,1.854681767102084600e-01
